model,harness,model_harness,eval_name,round,trial_index,model_name_result,harness_result,passed,score,duration_s,timed_out,oom_detected,oom_restarts,n_turns,total_cost,total_tokens,result_path,source_result_json_path,source_prefix,eval_type,kit,assay_type,metadata_kit,task_family,time_horizon,grader_type,data_node_count,task_chars,has_failure_modes,failure_mode_count,instance_id
fireworks/accounts/fireworks/models/kimi-k2p6,pi,fireworks_accounts_fireworks_models_kimi-k2p6_pi,gse149608_noncanonical_fraction,r3,3,fireworks/accounts/fireworks/models/kimi-k2p6,pi,True,1.0,2508.62,False,False,0,29.0,0.6722984699999998,968894.0,.scratch/epi_outputs_updated/results/fireworks_accounts_fireworks_models_kimi-k2p6_pi/gse149608_noncanonical_fraction__r3.json,latch://41999.account/epibench_runs/20260604_235335_problem680_graderfix/fireworks_accounts_fireworks_models_kimi-k2p6_pi_problem680_graderfix_2026_06_05_06_56_ac39/fireworks_accounts_fireworks_models_kimi-k2p6_pi_gse149608_noncanonical_fraction_r3/result.json,gse149608,scientific,methylseq,methylseq,atlasxomics,differential_expression,long,numeric_tolerance,3,1060,False,0,gse149608_noncanonical_fraction__r3
fireworks/accounts/fireworks/models/kimi-k2p6,pi,fireworks_accounts_fireworks_models_kimi-k2p6_pi,gse149608_roadmap_chromatin_state_enrichment,r1,1,fireworks/accounts/fireworks/models/kimi-k2p6,pi,True,2.0,406.17,False,False,0,13.0,0.15057568,161295.0,.scratch/epi_outputs_updated/results/fireworks_accounts_fireworks_models_kimi-k2p6_pi/gse149608_roadmap_chromatin_state_enrichment__r1.json,latch://41999.account/epibench_runs/20260604_235335_problem680_graderfix/fireworks_accounts_fireworks_models_kimi-k2p6_pi_problem680_graderfix_2026_06_05_06_56_ac39/fireworks_accounts_fireworks_models_kimi-k2p6_pi_gse149608_roadmap_chromatin_state_enrichment_r1/result.json,gse149608,scientific,methylseq,methylseq,atlasxomics,differential_expression,long,all_of,22,1490,False,0,gse149608_roadmap_chromatin_state_enrichment__r1
fireworks/accounts/fireworks/models/kimi-k2p6,pi,fireworks_accounts_fireworks_models_kimi-k2p6_pi,gse149608_roadmap_chromatin_state_enrichment,r2,2,fireworks/accounts/fireworks/models/kimi-k2p6,pi,True,2.0,807.16,False,False,0,30.0,0.57211391,1006873.0,.scratch/epi_outputs_updated/results/fireworks_accounts_fireworks_models_kimi-k2p6_pi/gse149608_roadmap_chromatin_state_enrichment__r2.json,latch://41999.account/epibench_runs/20260604_235335_problem680_graderfix/fireworks_accounts_fireworks_models_kimi-k2p6_pi_problem680_graderfix_2026_06_05_06_56_ac39/fireworks_accounts_fireworks_models_kimi-k2p6_pi_gse149608_roadmap_chromatin_state_enrichment_r2/result.json,gse149608,scientific,methylseq,methylseq,atlasxomics,differential_expression,long,all_of,22,1490,False,0,gse149608_roadmap_chromatin_state_enrichment__r2
fireworks/accounts/fireworks/models/kimi-k2p6,pi,fireworks_accounts_fireworks_models_kimi-k2p6_pi,gse149608_roadmap_chromatin_state_enrichment,r3,3,fireworks/accounts/fireworks/models/kimi-k2p6,pi,True,2.0,558.22,False,False,0,23.0,0.20540125999999995,335746.0,.scratch/epi_outputs_updated/results/fireworks_accounts_fireworks_models_kimi-k2p6_pi/gse149608_roadmap_chromatin_state_enrichment__r3.json,latch://41999.account/epibench_runs/20260604_235335_problem680_graderfix/fireworks_accounts_fireworks_models_kimi-k2p6_pi_problem680_graderfix_2026_06_05_06_56_ac39/fireworks_accounts_fireworks_models_kimi-k2p6_pi_gse149608_roadmap_chromatin_state_enrichment_r3/result.json,gse149608,scientific,methylseq,methylseq,atlasxomics,differential_expression,long,all_of,22,1490,False,0,gse149608_roadmap_chromatin_state_enrichment__r3
fireworks/accounts/fireworks/models/kimi-k2p6,pi,fireworks_accounts_fireworks_models_kimi-k2p6_pi,gse149608_tss_hypermethylation_enrichment,r1,1,fireworks/accounts/fireworks/models/kimi-k2p6,pi,True,1.0,770.11,False,False,0,12.0,0.40537135999999996,334610.0,.scratch/epi_outputs_updated/results/fireworks_accounts_fireworks_models_kimi-k2p6_pi/gse149608_tss_hypermethylation_enrichment__r1.json,latch://41999.account/epibench_runs/20260604_235335_problem680_graderfix/fireworks_accounts_fireworks_models_kimi-k2p6_pi_problem680_graderfix_2026_06_05_06_56_ac39/fireworks_accounts_fireworks_models_kimi-k2p6_pi_gse149608_tss_hypermethylation_enrichment_r1/result.json,gse149608,scientific,methylseq,methylseq,atlasxomics,spatial_analysis,long,numeric_tolerance,2,1101,False,0,gse149608_tss_hypermethylation_enrichment__r1
fireworks/accounts/fireworks/models/kimi-k2p6,pi,fireworks_accounts_fireworks_models_kimi-k2p6_pi,gse149608_tss_hypermethylation_enrichment,r2,2,fireworks/accounts/fireworks/models/kimi-k2p6,pi,True,1.0,1173.19,False,False,0,16.0,0.33657311999999995,350573.0,.scratch/epi_outputs_updated/results/fireworks_accounts_fireworks_models_kimi-k2p6_pi/gse149608_tss_hypermethylation_enrichment__r2.json,latch://41999.account/epibench_runs/20260604_235335_problem680_graderfix/fireworks_accounts_fireworks_models_kimi-k2p6_pi_problem680_graderfix_2026_06_05_06_56_ac39/fireworks_accounts_fireworks_models_kimi-k2p6_pi_gse149608_tss_hypermethylation_enrichment_r2/result.json,gse149608,scientific,methylseq,methylseq,atlasxomics,spatial_analysis,long,numeric_tolerance,2,1101,False,0,gse149608_tss_hypermethylation_enrichment__r2
fireworks/accounts/fireworks/models/kimi-k2p6,pi,fireworks_accounts_fireworks_models_kimi-k2p6_pi,gse149608_tss_hypermethylation_enrichment,r3,3,fireworks/accounts/fireworks/models/kimi-k2p6,pi,True,1.0,178.06,False,False,0,7.0,0.03343659,33018.0,.scratch/epi_outputs_updated/results/fireworks_accounts_fireworks_models_kimi-k2p6_pi/gse149608_tss_hypermethylation_enrichment__r3.json,latch://41999.account/epibench_runs/20260604_235335_problem680_graderfix/fireworks_accounts_fireworks_models_kimi-k2p6_pi_problem680_graderfix_2026_06_05_06_56_ac39/fireworks_accounts_fireworks_models_kimi-k2p6_pi_gse149608_tss_hypermethylation_enrichment_r3/result.json,gse149608,scientific,methylseq,methylseq,atlasxomics,spatial_analysis,long,numeric_tolerance,2,1101,False,0,gse149608_tss_hypermethylation_enrichment__r3
fireworks/accounts/fireworks/models/kimi-k2p6,pi,fireworks_accounts_fireworks_models_kimi-k2p6_pi,gse149608_wnt2_epigenetic_activation,r1,1,fireworks/accounts/fireworks/models/kimi-k2p6,pi,True,2.0,238.08,False,False,0,8.0,0.08431529,75566.0,.scratch/epi_outputs_updated/results/fireworks_accounts_fireworks_models_kimi-k2p6_pi/gse149608_wnt2_epigenetic_activation__r1.json,latch://41999.account/epibench_runs/20260604_235335_problem680_graderfix/fireworks_accounts_fireworks_models_kimi-k2p6_pi_problem680_graderfix_2026_06_05_06_56_ac39/fireworks_accounts_fireworks_models_kimi-k2p6_pi_gse149608_wnt2_epigenetic_activation_r1/result.json,gse149608,scientific,methylseq,methylseq,atlasxomics,differential_expression,long,all_of,3,2405,False,0,gse149608_wnt2_epigenetic_activation__r1
fireworks/accounts/fireworks/models/kimi-k2p6,pi,fireworks_accounts_fireworks_models_kimi-k2p6_pi,gse149608_wnt2_epigenetic_activation,r2,2,fireworks/accounts/fireworks/models/kimi-k2p6,pi,False,0.5,358.05,False,False,0,21.0,0.23070413999999997,337576.0,.scratch/epi_outputs_updated/results/fireworks_accounts_fireworks_models_kimi-k2p6_pi/gse149608_wnt2_epigenetic_activation__r2.json,latch://41999.account/epibench_runs/20260604_235335_problem680_graderfix/fireworks_accounts_fireworks_models_kimi-k2p6_pi_problem680_graderfix_2026_06_05_06_56_ac39/fireworks_accounts_fireworks_models_kimi-k2p6_pi_gse149608_wnt2_epigenetic_activation_r2/result.json,gse149608,scientific,methylseq,methylseq,atlasxomics,differential_expression,long,all_of,3,2405,False,0,gse149608_wnt2_epigenetic_activation__r2
fireworks/accounts/fireworks/models/kimi-k2p6,pi,fireworks_accounts_fireworks_models_kimi-k2p6_pi,gse149608_wnt2_epigenetic_activation,r3,3,fireworks/accounts/fireworks/models/kimi-k2p6,pi,False,1.5,1055.3,False,False,0,28.0,0.616865,1040276.0,.scratch/epi_outputs_updated/results/fireworks_accounts_fireworks_models_kimi-k2p6_pi/gse149608_wnt2_epigenetic_activation__r3.json,latch://41999.account/epibench_runs/20260604_235335_problem680_graderfix/fireworks_accounts_fireworks_models_kimi-k2p6_pi_problem680_graderfix_2026_06_05_06_56_ac39/fireworks_accounts_fireworks_models_kimi-k2p6_pi_gse149608_wnt2_epigenetic_activation_r3/result.json,gse149608,scientific,methylseq,methylseq,atlasxomics,differential_expression,long,all_of,3,2405,False,0,gse149608_wnt2_epigenetic_activation__r3
fireworks/accounts/fireworks/models/kimi-k2p6,pi,fireworks_accounts_fireworks_models_kimi-k2p6_pi,gse149608_wnt2_promoter_genome_build,r1,1,fireworks/accounts/fireworks/models/kimi-k2p6,pi,False,0.5,490.13,False,False,0,16.0,0.20758995000000002,227625.0,.scratch/epi_outputs_updated/results/fireworks_accounts_fireworks_models_kimi-k2p6_pi/gse149608_wnt2_promoter_genome_build__r1.json,latch://41999.account/epibench_runs/20260604_235335_problem680_graderfix/fireworks_accounts_fireworks_models_kimi-k2p6_pi_problem680_graderfix_2026_06_05_06_56_ac39/fireworks_accounts_fireworks_models_kimi-k2p6_pi_gse149608_wnt2_promoter_genome_build_r1/result.json,gse149608,scientific,methylseq,methylseq,atlasxomics,differential_expression,long,numeric_tolerance,22,721,False,0,gse149608_wnt2_promoter_genome_build__r1
fireworks/accounts/fireworks/models/kimi-k2p6,pi,fireworks_accounts_fireworks_models_kimi-k2p6_pi,gse149608_wnt2_promoter_genome_build,r2,2,fireworks/accounts/fireworks/models/kimi-k2p6,pi,False,0.0,497.08,False,False,0,15.0,0.27259954000000003,330538.0,.scratch/epi_outputs_updated/results/fireworks_accounts_fireworks_models_kimi-k2p6_pi/gse149608_wnt2_promoter_genome_build__r2.json,latch://41999.account/epibench_runs/20260604_235335_problem680_graderfix/fireworks_accounts_fireworks_models_kimi-k2p6_pi_problem680_graderfix_2026_06_05_06_56_ac39/fireworks_accounts_fireworks_models_kimi-k2p6_pi_gse149608_wnt2_promoter_genome_build_r2/result.json,gse149608,scientific,methylseq,methylseq,atlasxomics,differential_expression,long,numeric_tolerance,22,721,False,0,gse149608_wnt2_promoter_genome_build__r2
fireworks/accounts/fireworks/models/kimi-k2p6,pi,fireworks_accounts_fireworks_models_kimi-k2p6_pi,gse149608_wnt2_promoter_genome_build,r3,3,fireworks/accounts/fireworks/models/kimi-k2p6,pi,False,0.5,1227.3,False,False,0,34.0,0.59565662,1348770.0,.scratch/epi_outputs_updated/results/fireworks_accounts_fireworks_models_kimi-k2p6_pi/gse149608_wnt2_promoter_genome_build__r3.json,latch://41999.account/epibench_runs/20260605_142959_non_model_failure_rerun/fireworks_accounts_fireworks_models_kimi-k2p6_pi_non_model_failure_rerun_2026_06_05_21_31_9e69/fireworks_accounts_fireworks_models_kimi-k2p6_pi_gse149608_wnt2_promoter_genome_build_r3/result.json,gse149608,scientific,methylseq,methylseq,atlasxomics,differential_expression,long,numeric_tolerance,22,721,False,0,gse149608_wnt2_promoter_genome_build__r3
fireworks/accounts/fireworks/models/kimi-k2p6,pi,fireworks_accounts_fireworks_models_kimi-k2p6_pi,gse149609_deg_count_log_transform,r1,1,fireworks/accounts/fireworks/models/kimi-k2p6,pi,False,0.0,1108.34,False,False,0,26.0,0.5302030699999999,985949.0,.scratch/epi_outputs_updated/results/fireworks_accounts_fireworks_models_kimi-k2p6_pi/gse149609_deg_count_log_transform__r1.json,latch://41999.account/epibench_runs/20260604_235335_problem680_graderfix/fireworks_accounts_fireworks_models_kimi-k2p6_pi_problem680_graderfix_2026_06_05_06_56_ac39/fireworks_accounts_fireworks_models_kimi-k2p6_pi_gse149609_deg_count_log_transform_r1/result.json,gse149609,scientific,methylseq,methylseq,atlasxomics,differential_expression,long,numeric_tolerance,22,519,False,0,gse149609_deg_count_log_transform__r1
fireworks/accounts/fireworks/models/kimi-k2p6,pi,fireworks_accounts_fireworks_models_kimi-k2p6_pi,gse149609_deg_count_log_transform,r2,2,fireworks/accounts/fireworks/models/kimi-k2p6,pi,True,1.0,1322.27,False,False,0,34.0,0.71443678,1617972.0,.scratch/epi_outputs_updated/results/fireworks_accounts_fireworks_models_kimi-k2p6_pi/gse149609_deg_count_log_transform__r2.json,latch://41999.account/epibench_runs/20260604_235335_problem680_graderfix/fireworks_accounts_fireworks_models_kimi-k2p6_pi_problem680_graderfix_2026_06_05_06_56_ac39/fireworks_accounts_fireworks_models_kimi-k2p6_pi_gse149609_deg_count_log_transform_r2/result.json,gse149609,scientific,methylseq,methylseq,atlasxomics,differential_expression,long,numeric_tolerance,22,519,False,0,gse149609_deg_count_log_transform__r2
fireworks/accounts/fireworks/models/kimi-k2p6,pi,fireworks_accounts_fireworks_models_kimi-k2p6_pi,gse149609_deg_count_log_transform,r3,3,fireworks/accounts/fireworks/models/kimi-k2p6,pi,False,0.0,1312.37,False,False,0,26.0,0.48435512,613237.0,.scratch/epi_outputs_updated/results/fireworks_accounts_fireworks_models_kimi-k2p6_pi/gse149609_deg_count_log_transform__r3.json,latch://41999.account/epibench_runs/20260604_235335_problem680_graderfix/fireworks_accounts_fireworks_models_kimi-k2p6_pi_problem680_graderfix_2026_06_05_06_56_ac39/fireworks_accounts_fireworks_models_kimi-k2p6_pi_gse149609_deg_count_log_transform_r3/result.json,gse149609,scientific,methylseq,methylseq,atlasxomics,differential_expression,long,numeric_tolerance,22,519,False,0,gse149609_deg_count_log_transform__r3
gemini/gemini-3.1-pro-preview,pi,gemini_gemini-3.1-pro-preview_pi,zebrafish_001a_reference_genome_selection,r1,1,gemini/gemini-3.1-pro-preview,pi,False,0.6666666666666666,199.03,False,False,0,27.0,0.4833216,426343.0,.scratch/epi_outputs_updated/results/gemini_gemini-3.1-pro-preview_pi/zebrafish_001a_reference_genome_selection__r1.json,latch://41999.account/epibench_runs/20260604_153920/gemini_gemini-3.1-pro-preview_pi_2026_06_04_22_42_8898/gemini_gemini-3.1-pro-preview_pi_zebrafish_001a_reference_genome_selection_r1/result.json,zebrafish,scientific,cuttag_cutrun,cuttag_cutrun,hts,qc,small,numeric_tolerance,8,3360,False,0,zebrafish_001a_reference_genome_selection__r1
gemini/gemini-3.1-pro-preview,pi,gemini_gemini-3.1-pro-preview_pi,zebrafish_001a_reference_genome_selection,r2,2,gemini/gemini-3.1-pro-preview,pi,False,0.6666666666666666,171.02,False,False,0,27.0,0.43610299999999996,382633.0,.scratch/epi_outputs_updated/results/gemini_gemini-3.1-pro-preview_pi/zebrafish_001a_reference_genome_selection__r2.json,latch://41999.account/epibench_runs/20260604_153920/gemini_gemini-3.1-pro-preview_pi_2026_06_04_22_42_8898/gemini_gemini-3.1-pro-preview_pi_zebrafish_001a_reference_genome_selection_r2/result.json,zebrafish,scientific,cuttag_cutrun,cuttag_cutrun,hts,qc,small,numeric_tolerance,8,3360,False,0,zebrafish_001a_reference_genome_selection__r2
gemini/gemini-3.1-pro-preview,pi,gemini_gemini-3.1-pro-preview_pi,zebrafish_001a_reference_genome_selection,r3,3,gemini/gemini-3.1-pro-preview,pi,False,0.3333333333333333,193.07,False,False,0,24.0,0.397977,333981.0,.scratch/epi_outputs_updated/results/gemini_gemini-3.1-pro-preview_pi/zebrafish_001a_reference_genome_selection__r3.json,latch://41999.account/epibench_runs/20260604_153920/gemini_gemini-3.1-pro-preview_pi_2026_06_04_22_42_8898/gemini_gemini-3.1-pro-preview_pi_zebrafish_001a_reference_genome_selection_r3/result.json,zebrafish,scientific,cuttag_cutrun,cuttag_cutrun,hts,qc,small,numeric_tolerance,8,3360,False,0,zebrafish_001a_reference_genome_selection__r3
gemini/gemini-3.1-pro-preview,pi,gemini_gemini-3.1-pro-preview_pi,zebrafish_001b_gtf_gene_count_implications,r1,1,gemini/gemini-3.1-pro-preview,pi,False,0.5,233.03,False,False,0,15.0,0.3544146,252375.0,.scratch/epi_outputs_updated/results/gemini_gemini-3.1-pro-preview_pi/zebrafish_001b_gtf_gene_count_implications__r1.json,latch://41999.account/epibench_runs/20260604_153920/gemini_gemini-3.1-pro-preview_pi_2026_06_04_22_42_8898/gemini_gemini-3.1-pro-preview_pi_zebrafish_001b_gtf_gene_count_implications_r1/result.json,zebrafish,scientific,cuttag_cutrun,cuttag_cutrun,hts,qc,small,numeric_tolerance,8,3859,False,0,zebrafish_001b_gtf_gene_count_implications__r1
gemini/gemini-3.1-pro-preview,pi,gemini_gemini-3.1-pro-preview_pi,zebrafish_001b_gtf_gene_count_implications,r2,2,gemini/gemini-3.1-pro-preview,pi,False,0.5,846.12,False,False,0,36.0,0.7448052000000001,738977.0,.scratch/epi_outputs_updated/results/gemini_gemini-3.1-pro-preview_pi/zebrafish_001b_gtf_gene_count_implications__r2.json,latch://41999.account/epibench_runs/20260605_142959_non_model_failure_rerun/gemini_gemini-3.1-pro-preview_pi_non_model_failure_rerun_2026_06_05_21_31_f73b/gemini_gemini-3.1-pro-preview_pi_zebrafish_001b_gtf_gene_count_implications_r2/result.json,zebrafish,scientific,cuttag_cutrun,cuttag_cutrun,hts,qc,small,numeric_tolerance,8,3859,False,0,zebrafish_001b_gtf_gene_count_implications__r2
gemini/gemini-3.1-pro-preview,pi,gemini_gemini-3.1-pro-preview_pi,zebrafish_001b_gtf_gene_count_implications,r3,3,gemini/gemini-3.1-pro-preview,pi,False,0.5,311.05,False,False,0,35.0,0.5980986,713339.0,.scratch/epi_outputs_updated/results/gemini_gemini-3.1-pro-preview_pi/zebrafish_001b_gtf_gene_count_implications__r3.json,latch://41999.account/epibench_runs/20260604_153920/gemini_gemini-3.1-pro-preview_pi_2026_06_04_22_42_8898/gemini_gemini-3.1-pro-preview_pi_zebrafish_001b_gtf_gene_count_implications_r3/result.json,zebrafish,scientific,cuttag_cutrun,cuttag_cutrun,hts,qc,small,numeric_tolerance,8,3859,False,0,zebrafish_001b_gtf_gene_count_implications__r3
gemini/gemini-3.1-pro-preview,pi,gemini_gemini-3.1-pro-preview_pi,zebrafish_002b_duplicate_rate_interpretation,r1,1,gemini/gemini-3.1-pro-preview,pi,True,1.0,328.16,False,False,0,28.0,0.6919290000000001,923844.0,.scratch/epi_outputs_updated/results/gemini_gemini-3.1-pro-preview_pi/zebrafish_002b_duplicate_rate_interpretation__r1.json,latch://41999.account/epibench_runs/20260604_153920/gemini_gemini-3.1-pro-preview_pi_2026_06_04_22_42_8898/gemini_gemini-3.1-pro-preview_pi_zebrafish_002b_duplicate_rate_interpretation_r1/result.json,zebrafish,scientific,cuttag_cutrun,cuttag_cutrun,hts,qc,small,numeric_tolerance,2,4179,False,0,zebrafish_002b_duplicate_rate_interpretation__r1
gemini/gemini-3.1-pro-preview,pi,gemini_gemini-3.1-pro-preview_pi,zebrafish_002b_duplicate_rate_interpretation,r2,2,gemini/gemini-3.1-pro-preview,pi,False,0.875,374.14,False,False,0,30.0,0.6986318,859319.0,.scratch/epi_outputs_updated/results/gemini_gemini-3.1-pro-preview_pi/zebrafish_002b_duplicate_rate_interpretation__r2.json,latch://41999.account/epibench_runs/20260604_153920/gemini_gemini-3.1-pro-preview_pi_2026_06_04_22_42_8898/gemini_gemini-3.1-pro-preview_pi_zebrafish_002b_duplicate_rate_interpretation_r2/result.json,zebrafish,scientific,cuttag_cutrun,cuttag_cutrun,hts,qc,small,numeric_tolerance,2,4179,False,0,zebrafish_002b_duplicate_rate_interpretation__r2
gemini/gemini-3.1-pro-preview,pi,gemini_gemini-3.1-pro-preview_pi,zebrafish_002b_duplicate_rate_interpretation,r3,3,gemini/gemini-3.1-pro-preview,pi,False,0.875,338.13,False,False,0,23.0,0.6065833999999999,634936.0,.scratch/epi_outputs_updated/results/gemini_gemini-3.1-pro-preview_pi/zebrafish_002b_duplicate_rate_interpretation__r3.json,latch://41999.account/epibench_runs/20260604_153920/gemini_gemini-3.1-pro-preview_pi_2026_06_04_22_42_8898/gemini_gemini-3.1-pro-preview_pi_zebrafish_002b_duplicate_rate_interpretation_r3/result.json,zebrafish,scientific,cuttag_cutrun,cuttag_cutrun,hts,qc,small,numeric_tolerance,2,4179,False,0,zebrafish_002b_duplicate_rate_interpretation__r3
gemini/gemini-3.1-pro-preview,pi,gemini_gemini-3.1-pro-preview_pi,zebrafish_002c_spike_in_organism_biochemistry,r1,1,gemini/gemini-3.1-pro-preview,pi,False,0.6,137.02,False,False,0,23.0,0.32251160000000006,189714.0,.scratch/epi_outputs_updated/results/gemini_gemini-3.1-pro-preview_pi/zebrafish_002c_spike_in_organism_biochemistry__r1.json,latch://41999.account/epibench_runs/20260604_153920/gemini_gemini-3.1-pro-preview_pi_2026_06_04_22_42_8898/gemini_gemini-3.1-pro-preview_pi_zebrafish_002c_spike_in_organism_biochemistry_r1/result.json,zebrafish,scientific,cuttag_cutrun,cuttag_cutrun,hts,normalization,small,numeric_tolerance,22,5126,False,0,zebrafish_002c_spike_in_organism_biochemistry__r1
gemini/gemini-3.1-pro-preview,pi,gemini_gemini-3.1-pro-preview_pi,zebrafish_002c_spike_in_organism_biochemistry,r2,2,gemini/gemini-3.1-pro-preview,pi,True,1.0,307.06,False,False,0,38.0,1.0776592000000003,1362646.0,.scratch/epi_outputs_updated/results/gemini_gemini-3.1-pro-preview_pi/zebrafish_002c_spike_in_organism_biochemistry__r2.json,latch://41999.account/epibench_runs/20260604_153920/gemini_gemini-3.1-pro-preview_pi_2026_06_04_22_42_8898/gemini_gemini-3.1-pro-preview_pi_zebrafish_002c_spike_in_organism_biochemistry_r2/result.json,zebrafish,scientific,cuttag_cutrun,cuttag_cutrun,hts,normalization,small,numeric_tolerance,22,5126,False,0,zebrafish_002c_spike_in_organism_biochemistry__r2
gemini/gemini-3.1-pro-preview,pi,gemini_gemini-3.1-pro-preview_pi,zebrafish_002c_spike_in_organism_biochemistry,r3,3,gemini/gemini-3.1-pro-preview,pi,False,0.6,145.02,False,False,0,21.0,0.341384,213145.0,.scratch/epi_outputs_updated/results/gemini_gemini-3.1-pro-preview_pi/zebrafish_002c_spike_in_organism_biochemistry__r3.json,latch://41999.account/epibench_runs/20260604_153920/gemini_gemini-3.1-pro-preview_pi_2026_06_04_22_42_8898/gemini_gemini-3.1-pro-preview_pi_zebrafish_002c_spike_in_organism_biochemistry_r3/result.json,zebrafish,scientific,cuttag_cutrun,cuttag_cutrun,hts,normalization,small,numeric_tolerance,22,5126,False,0,zebrafish_002c_spike_in_organism_biochemistry__r3
gemini/gemini-3.1-pro-preview,pi,gemini_gemini-3.1-pro-preview_pi,zebrafish_002d_library_qc_triage,r1,1,gemini/gemini-3.1-pro-preview,pi,False,0.5,496.31,False,False,0,30.0,0.7558375999999999,878825.0,.scratch/epi_outputs_updated/results/gemini_gemini-3.1-pro-preview_pi/zebrafish_002d_library_qc_triage__r1.json,latch://41999.account/epibench_runs/20260604_153920/gemini_gemini-3.1-pro-preview_pi_2026_06_04_22_42_8898/gemini_gemini-3.1-pro-preview_pi_zebrafish_002d_library_qc_triage_r1/result.json,zebrafish,scientific,cuttag_cutrun,cuttag_cutrun,hts,qc,small,numeric_tolerance,22,3378,False,0,zebrafish_002d_library_qc_triage__r1
gemini/gemini-3.1-pro-preview,pi,gemini_gemini-3.1-pro-preview_pi,zebrafish_002d_library_qc_triage,r2,2,gemini/gemini-3.1-pro-preview,pi,False,0.75,789.35,False,False,0,29.0,0.6291165999999999,580639.0,.scratch/epi_outputs_updated/results/gemini_gemini-3.1-pro-preview_pi/zebrafish_002d_library_qc_triage__r2.json,latch://41999.account/epibench_runs/20260604_153920/gemini_gemini-3.1-pro-preview_pi_2026_06_04_22_42_8898/gemini_gemini-3.1-pro-preview_pi_zebrafish_002d_library_qc_triage_r2/result.json,zebrafish,scientific,cuttag_cutrun,cuttag_cutrun,hts,qc,small,numeric_tolerance,22,3378,False,0,zebrafish_002d_library_qc_triage__r2
gemini/gemini-3.1-pro-preview,pi,gemini_gemini-3.1-pro-preview_pi,zebrafish_002d_library_qc_triage,r3,3,gemini/gemini-3.1-pro-preview,pi,False,0.75,558.08,False,False,0,26.0,0.4377690000000001,380612.0,.scratch/epi_outputs_updated/results/gemini_gemini-3.1-pro-preview_pi/zebrafish_002d_library_qc_triage__r3.json,latch://41999.account/epibench_runs/20260604_153920/gemini_gemini-3.1-pro-preview_pi_2026_06_04_22_42_8898/gemini_gemini-3.1-pro-preview_pi_zebrafish_002d_library_qc_triage_r3/result.json,zebrafish,scientific,cuttag_cutrun,cuttag_cutrun,hts,qc,small,numeric_tolerance,22,3378,False,0,zebrafish_002d_library_qc_triage__r3
gemini/gemini-3.1-pro-preview,pi,gemini_gemini-3.1-pro-preview_pi,zebrafish_002e_igg_control_interpretation,r1,1,gemini/gemini-3.1-pro-preview,pi,False,0.5,330.11,False,False,0,31.0,0.5404950000000002,867242.0,.scratch/epi_outputs_updated/results/gemini_gemini-3.1-pro-preview_pi/zebrafish_002e_igg_control_interpretation__r1.json,latch://41999.account/epibench_runs/20260604_153920/gemini_gemini-3.1-pro-preview_pi_2026_06_04_22_42_8898/gemini_gemini-3.1-pro-preview_pi_zebrafish_002e_igg_control_interpretation_r1/result.json,zebrafish,scientific,cuttag_cutrun,cuttag_cutrun,hts,qc,small,numeric_tolerance,22,3143,False,0,zebrafish_002e_igg_control_interpretation__r1
gemini/gemini-3.1-pro-preview,pi,gemini_gemini-3.1-pro-preview_pi,zebrafish_002e_igg_control_interpretation,r2,2,gemini/gemini-3.1-pro-preview,pi,False,0.75,467.07,False,False,0,31.0,0.5570291999999999,760546.0,.scratch/epi_outputs_updated/results/gemini_gemini-3.1-pro-preview_pi/zebrafish_002e_igg_control_interpretation__r2.json,latch://41999.account/epibench_runs/20260604_153920/gemini_gemini-3.1-pro-preview_pi_2026_06_04_22_42_8898/gemini_gemini-3.1-pro-preview_pi_zebrafish_002e_igg_control_interpretation_r2/result.json,zebrafish,scientific,cuttag_cutrun,cuttag_cutrun,hts,qc,small,numeric_tolerance,22,3143,False,0,zebrafish_002e_igg_control_interpretation__r2
gemini/gemini-3.1-pro-preview,pi,gemini_gemini-3.1-pro-preview_pi,zebrafish_002e_igg_control_interpretation,r3,3,gemini/gemini-3.1-pro-preview,pi,False,0.75,193.07,False,False,0,19.0,0.4587088,387691.0,.scratch/epi_outputs_updated/results/gemini_gemini-3.1-pro-preview_pi/zebrafish_002e_igg_control_interpretation__r3.json,latch://41999.account/epibench_runs/20260604_153920/gemini_gemini-3.1-pro-preview_pi_2026_06_04_22_42_8898/gemini_gemini-3.1-pro-preview_pi_zebrafish_002e_igg_control_interpretation_r3/result.json,zebrafish,scientific,cuttag_cutrun,cuttag_cutrun,hts,qc,small,numeric_tolerance,22,3143,False,0,zebrafish_002e_igg_control_interpretation__r3
gemini/gemini-3.1-pro-preview,pi,gemini_gemini-3.1-pro-preview_pi,zebrafish_002f_duplicate_handling,r1,1,gemini/gemini-3.1-pro-preview,pi,False,0.75,454.18,False,False,0,41.0,0.9096560000000005,1867600.0,.scratch/epi_outputs_updated/results/gemini_gemini-3.1-pro-preview_pi/zebrafish_002f_duplicate_handling__r1.json,latch://41999.account/epibench_runs/20260604_153920/gemini_gemini-3.1-pro-preview_pi_2026_06_04_22_42_8898/gemini_gemini-3.1-pro-preview_pi_zebrafish_002f_duplicate_handling_r1/result.json,zebrafish,scientific,cuttag_cutrun,cuttag_cutrun,hts,qc,small,numeric_tolerance,22,3790,False,0,zebrafish_002f_duplicate_handling__r1
